Politician,Ticker,Annualized Percentage Profit,Purchase Transaction IDs,Sell Transaction IDs,Total Purchase Amount,Total Sell Amount,Last Save ID,Last Sale ID,Transaction ID,Reporting Gap
Kathy Manning,T,-192.5104910581597,[20003754018],[20003755708],8000.0,8000.0,20003755708,20003755708,20003755708,29
Kathy Manning,TJX,39.337920153217595,"[20003751409, 20003751410, 20003751411]","[20003763434, 20003763435, 20003763436]",24000.0,24000.0,20003763436,20003763436,20003763436,21
Kathy Manning,TSLA,94.3985620891014,"[20003751406, 20003753387]",[20003754032],16000.0,8000.0,20003754032,20003754032,20003754032,29
Kathy Manning,UNH,-24.992437223314877,"[20003751413, 20003753390]",[20003755748],16000.0,8000.0,20003755748,20003755748,20003755748,29
Kathy Manning,UNP,135.91922706555383,[20003751412],[20003753389],8000.0,8000.0,20003753389,20003753389,20003753389,42
Kathy Manning,V,-15.990047379661627,[20003713163],"[20003721163, 20003721164, 20003724452, 20003749204]",8000.0,99000.0,20003749204,20003749204,20003749204,22
Kathy Manning,V,4.517621827973625,"[20003751415, 20003751416]","[20003755750, 20003770546]",16000.0,16000.0,20003770546,20003770546,20003770546,14
Kathy Manning,WFC,90.03851990516354,"[20003751424, 20003751425]",[20003753391],16000.0,8000.0,20003753391,20003753391,20003753391,42
Kathy Manning,WHR,-18.231739965017496,[20003751426],[20003753393],8000.0,8000.0,20003753393,20003753393,20003753393,42
Kathy Manning,WMT,0.33220475135021155,"[20003707073, 20003707074, 20003751419, 20003751417]","[20003751418, 20003763437]",32000.0,16000.0,20003763437,20003763437,20003763437,21
Kevin Hern,ACN,-6.5904050508435414,"[20001668102, 20002382492, 20003683052, 20003695153, 20003708017, 20003715111, 20003739603, 20003753394, 20003757678]",[20003758962],406000.0,8000.0,20003758962,20003758962,20003758962,14
Kevin Hern,ADBE,-21.554225704689028,"[20001668106, 20003683017]","[20003758494, 20003758963]",450000.0,383000.0,20003758963,20003758963,20003758963,14
Kevin Hern,AHCO,-23.06690193402586,"[20001668103, 20001668104, 20001668105, 20003683053]","[20003721227, 20003721228, 20003762941, 20003762942]",199000.0,99000.0,20003762942,20003762942,20003762942,35
Kevin Hern,AMZN,-25.22827064446321,[20003683019],[20003758964],75000.0,8000.0,20003758964,20003758964,20003758964,14
Kevin Hern,ARCB,-29.123297197897504,[20003708019],[20003758495],75000.0,75000.0,20003758495,20003758495,20003758495,25
Kevin Hern,ASXC,-134.8399720430224,[20002382493],[20003710087],175000.0,32500.0,20003710087,20003710087,20003710087,22
Kevin Hern,BALL,-43.79769315453765,[20003708020],[20003758496],75000.0,75000.0,20003758496,20003758496,20003758496,25
Kevin Hern,BLK,-12.413951723775122,[20003707052],[20003758966],32500.0,8000.0,20003758966,20003758966,20003758966,14
Kevin Hern,CB,15.227567506180847,[20003683054],[20003758968],175000.0,8000.0,20003758968,20003758968,20003758968,14
Kevin Hern,COST,9.24832210290143,[20003683057],[20003758971],375000.0,8000.0,20003758971,20003758971,20003758971,14
Kevin Hern,DHR,-1.8133079229126747,[20003683023],[20003758972],75000.0,8000.0,20003758972,20003758972,20003758972,14
Kevin Hern,EXAS,-16.332326186832034,"[20001668116, 20001668117, 20001668118, 20001668119]","[20003739605, 20003758502, 20003758975, 20003770921]",99000.0,99000.0,20003770921,20003770921,20003770921,40
Kevin Hern,FMCC,56.67702267270871,[20003758977],[20003769564],175000.0,175000.0,20003769564,20003769564,20003769564,31
Kevin Hern,FSK,-31.289528101000037,[20003707057],[20003708026],8000.0,175000.0,20003708026,20003708026,20003708026,13
Kevin Hern,HD,1.352340213752626,"[20001630275, 20002382496, 20003683031, 20003695160, 20003710092, 20003720153, 20003750414, 20003753975, 20003758505]",[20003758979],239000.0,8000.0,20003758979,20003758979,20003758979,14
Kevin Hern,HLT,-4.357951232104739,[20003708027],[20003758504],75000.0,75000.0,20003758504,20003758504,20003758504,25
Kevin Hern,HON,-3.2515295892977694,"[20001668121, 20002382497, 20003695161, 20003710093, 20003720154]","[20003721231, 20003758980]",474000.0,383000.0,20003758980,20003758980,20003758980,14
Kevin Hern,ICLR,-2.6916965727776647,"[20001668122, 20003695162]",[20003758981],207500.0,8000.0,20003758981,20003758981,20003758981,14
Kevin Hern,INTC,-25.96974675519069,"[20003695163, 20003708028, 20003720155, 20003750415, 20003758506]",[20003758983],131500.0,8000.0,20003758983,20003758983,20003758983,14
Kevin Hern,IQV,-5.823478767385347,"[20001668123, 20001668124, 20001668125, 20001668126, 20003695164]",[20003721233],231500.0,8000.0,20003721233,20003721233,20003721233,20
Kevin Hern,JNJ,-2.8145110519325542,"[20002382498, 20003695169, 20003695170, 20003710094, 20003720156, 20003750416, 20003758507]",[20003758985],490000.0,8000.0,20003758985,20003758985,20003758985,14
Kevin Hern,JPM,-1.1577860984520998,"[20002382499, 20003683037, 20003683036, 20003707062, 20003710817, 20003721234, 20003751929, 20003755659]",[20003758986],498000.0,8000.0,20003758986,20003758986,20003758986,14
Kevin Hern,LIN,9.308874141856165,"[20002382500, 20003683039]",[20003758988],207500.0,8000.0,20003758988,20003758988,20003758988,14
Kevin Hern,LMT,9.714816474247865,"[20003683060, 20003707063, 20003710095, 20003720157, 20003750417, 20003758508]",[20003758989],282000.0,8000.0,20003758989,20003758989,20003758989,14
Kevin Hern,MASI,-29.07887784718906,"[20002382501, 20002382502]",[20003758509],207500.0,75000.0,20003758509,20003758509,20003758509,25
Kevin Hern,MDT,-18.057294260803168,"[20003683040, 20003695171]","[20003710096, 20003758991]",207500.0,183000.0,20003758991,20003758991,20003758991,14
Kevin Hern,MMC,8.408327081823181,[20003683062],[20003757682],175000.0,8000.0,20003757682,20003757682,20003757682,17
Kevin Hern,MSFT,-8.544967287909824,"[20002382505, 20002382503, 20002382504, 20003683041, 20003695172, 20003710097, 20003720158, 20003750418, 20003758510]","[20003758993, 20003758992]",773000.0,3032500.0,20003758992,20003758992,20003758992,14
Kevin Hern,NEE,-4.549619506258276,"[20001668128, 20002382506, 20003683042, 20003695173, 20003710098, 20003720160, 20003750419, 20003753979, 20003758511]",[20003758995],506000.0,8000.0,20003758995,20003758995,20003758995,14
Kevin Hern,ORLY,19.27007584224132,"[20001668130, 20003707064]",[20003758997],207500.0,8000.0,20003758997,20003758997,20003758997,14
Kevin Hern,PH,4.474468195253025,[20003708032],[20003758998],32500.0,8000.0,20003758998,20003758998,20003758998,14
Kevin Hern,PSX,7.088869149485213,[20002382507],[20003758999],32500.0,8000.0,20003758999,20003758999,20003758999,14
Kevin Hern,PXD,3.9213205210947732,"[20002382508, 20003683044, 20003695174, 20003707066, 20003707065, 20003710100, 20003710099, 20003710818, 20003720163, 20003720162, 20003720161, 20003750421, 20003750420, 20003753981, 20003753980, 20003758513, 20003758512]",[20003761140],1118500.0,3000000.0,20003761140,20003761140,20003761140,42
Kevin Hern,ROK,1.031326103551935,"[20001668133, 20003683046, 20003695179, 20003710102, 20003720165, 20003750423, 20003753982, 20003758515]",[20003759003],498000.0,8000.0,20003759003,20003759003,20003759003,14
Kevin Hern,RTX,7.206214900726063,"[20003695177, 20003695178, 20003710101, 20003720164, 20003750422, 20003758514]",[20003759001],482000.0,8000.0,20003759001,20003759001,20003759001,14
Kevin Hern,SPY,-7.155132017084016,[20003683047],[20003695180],750000.0,750000.0,20003695180,20003695180,20003695180,17
Kevin Hern,TJX,15.262178164066434,[20003708035],[20003759007],32500.0,8000.0,20003759007,20003759007,20003759007,14
Kevin Hern,TMO,7.119162656251531,[20003683050],[20003759006],75000.0,8000.0,20003759006,20003759006,20003759006,14
Kevin Hern,TXN,-1.9091019330118735,"[20001668134, 20003683049, 20003683065, 20003683064, 20003708034, 20003715114, 20003739608, 20003753401, 20003757685]",[20003759005],606000.0,8000.0,20003759005,20003759005,20003759005,14
Kevin Hern,V,-0.4077823543144809,[20003707067],[20003759009],75000.0,8000.0,20003759009,20003759009,20003759009,14
Kevin Hern,VUZI,-25.868529193951698,"[20001668135, 20001668136, 20001668137, 20001668138, 20003683051]","[20003710104, 20003770924]",131500.0,83000.0,20003770924,20003770924,20003770924,40
Kim Schrier,AAPL,13.194245314719328,"[20003707177, 20003707717]","[20003707979, 20003720836, 20003720837]",1125000.0,1500000.0,20003720837,20003720837,20003720837,30
Kurt Schrader,ADBE,-44.26643086938932,[20003707096],[20003757763],8000.0,8000.0,20003757763,20003757763,20003757763,15
Kurt Schrader,BAWAX,-13.930107977445976,[20003697180],"[20003697174, 20003757745]",8000.0,40500.0,20003757745,20003757745,20003757745,30
Kurt Schrader,BSIIX,-8.799203318675518,[20003697181],[20003697176],8000.0,8000.0,20003697176,20003697176,20003697176,14
Kurt Schrader,BX,-14.980332767297169,[20003707100],"[20003708059, 20003714994]",32500.0,16000.0,20003714994,20003714994,20003714994,8
Kurt Schrader,CCVAX,-11.002347847109162,[20003715004],[20003757707],8000.0,32500.0,20003757707,20003757707,20003757707,30
Kurt Schrader,CFJAX,-7.320768629497253,[20003556927],[20003757706],8000.0,32500.0,20003757706,20003757706,20003757706,30
Kurt Schrader,DE,-8.328391305044624,"[20001625917, 20001625918]",[20003714999],16000.0,8000.0,20003714999,20003714999,20003714999,5
Kurt Schrader,DGCAX,-24.328745234182087,[20003715002],[20003757747],8000.0,8000.0,20003757747,20003757747,20003757747,30
Kurt Schrader,ETN,5.356294482813585,"[20001642526, 20001657049]","[20003697183, 20003770168]",16000.0,16000.0,20003770168,20003770168,20003770168,28
Kurt Schrader,FXI,-42.10475574199138,[20003710947],[20003752518],8000.0,8000.0,20003752518,20003752518,20003752518,16
Kurt Schrader,JPM,-79.53142835239588,[20001657048],[20002177522],8000.0,8000.0,20002177522,20002177522,20002177522,16
Kurt Schrader,JPM,-33.69527256371348,[20003697179],[20003697173],8000.0,8000.0,20003697173,20003697173,20003697173,14
Kurt Schrader,MSFT,18.050250702021778,[20003697185],[20003710951],8000.0,8000.0,20003710951,20003710951,20003710951,32
Kurt Schrader,MSFT,198.92377321208969,[20003757699],[20003757764],8000.0,8000.0,20003757764,20003757764,20003757764,15
Kurt Schrader,NOC,6.214773235390778,"[20001657050, 20003708056]",[20003714995],16000.0,8000.0,20003714995,20003714995,20003714995,15
Kurt Schrader,NRG,26.437569888939322,"[20002177510, 20002177512]",[20003724432],16000.0,32500.0,20003724432,20003724432,20003724432,15
Kurt Schrader,NULC,-29.93536224800411,[20003697178],[20003710961],8000.0,8000.0,20003710961,20003710961,20003710961,13
Kurt Schrader,NULC,-18.53859141147077,[20003715005],"[20003757701, 20003757736, 20003757743]",8000.0,48500.0,20003757743,20003757743,20003757743,30
Kurt Schrader,OWLSX,-5.407092304202811,[20003714791],[20003710950],32500.0,32500.0,20003710950,20003710950,20003710950,33
Kurt Schrader,OWMBX,-9.228651466512868,[20003714790],"[20003749209, 20003755540]",8000.0,65000.0,20003755540,20003755540,20003755540,22
Kurt Schrader,SLV,-7.388667156018095,[20003697177],"[20003697172, 20003710962]",8000.0,16000.0,20003710962,20003710962,20003710962,13
Kurt Schrader,SPY,-3.208177240123185,"[20003714987, 20003714988]","[20003720028, 20003719969, 20003723714]",16000.0,24000.0,20003723714,20003723714,20003723714,39
Kurt Schrader,UNP,-33.11711953776308,"[20003720026, 20003719967]","[20003753964, 20003755542]",16000.0,16000.0,20003755542,20003755542,20003755542,12
Kurt Schrader,VNQ,1.0127368570367654,[20003757716],[20003770170],8000.0,8000.0,20003770170,20003770170,20003770170,15
Kurt Schrader,XOM,27.42275480907251,"[20002177515, 20002177517, 20002177518]","[20003715001, 20003720031, 20003719972, 20003757704]",24000.0,32000.0,20003757704,20003757704,20003757704,16
Lois Frankel,ABBV,56.708520255469885,"[20003767774, 20003767773]",[20003767775],16000.0,8000.0,20003767775,20003767775,20003767775,32
Lois Frankel,ACN,-21.432577826451528,[20003720003],"[20003753444, 20003753443]",8000.0,16000.0,20003753443,20003753443,20003753443,6
Lois Frankel,ACN,24.018008100744638,[20003758607],[20003767776],8000.0,8000.0,20003767776,20003767776,20003767776,32
Lois Frankel,ADI,14.173967956099888,[20003753445],[20003767781],8000.0,8000.0,20003767781,20003767781,20003767781,32
Lois Frankel,ADSK,3.1075173008822605,[20003761117],[20003767783],8000.0,8000.0,20003767783,20003767783,20003767783,32
Lois Frankel,ARE,-10.988556150735928,"[20003752189, 20003764791, 20003764790]",[20003767777],24000.0,8000.0,20003767777,20003767777,20003767777,32
Lois Frankel,AVY,5.342386721522059,[20003739570],[20003767784],8000.0,8000.0,20003767784,20003767784,20003767784,32
Lois Frankel,AXP,-2.505547169857742,"[20003708725, 20003708785, 20003710115, 20003750438, 20003762494]",[20003767779],40000.0,8000.0,20003767779,20003767779,20003767779,32
Lois Frankel,BIO,-16.312798016742974,"[20003765630, 20003765629]",[20003767785],16000.0,8000.0,20003767785,20003767785,20003767785,32
Lois Frankel,BLK,6.250464186409516,"[20003720004, 20003748966]","[20003758434, 20003758435, 20003761119, 20003761118]",16000.0,32000.0,20003761118,20003761118,20003761118,39
Lois Frankel,BOH,-23.09154847256318,[20001622618],[20003762495],8000.0,8000.0,20003762495,20003762495,20003762495,39
Lois Frankel,BSX,54.0583212985981,[20003755480],"[20003762496, 20003763170, 20003763171]",8000.0,24000.0,20003763171,20003763171,20003763171,18
Lois Frankel,BSX,18.490392315266817,[20003764792],"[20003764793, 20003767787, 20003767788]",8000.0,24000.0,20003767788,20003767788,20003767788,32
Lois Frankel,BWXT,18.820413421924833,[20003710116],"[20003713227, 20003765631, 20003767790]",8000.0,24000.0,20003767790,20003767790,20003767790,32
Lois Frankel,C,-36.96309239615821,"[20003761507, 20003761508]",[20003767795],16000.0,8000.0,20003767795,20003767795,20003767795,32
Lois Frankel,CARG,-31.71037273233762,"[20001643349, 20003705818]","[20003755482, 20003758436]",16000.0,16000.0,20003758436,20003758436,20003758436,45
Lois Frankel,CI,13.932423956069679,[20001848701],"[20003748967, 20003756280]",8000.0,16000.0,20003756280,20003756280,20003756280,16
Lois Frankel,CI,22.641215216611542,"[20003762504, 20003764807]",[20003767864],16000.0,32500.0,20003767864,20003767864,20003767864,32
Lois Frankel,CL,-1.1239454377757085,[20001636410],"[20003752194, 20003752193, 20003753446]",8000.0,24000.0,20003753446,20003753446,20003753446,13
Lois Frankel,CLX,-27.83013184298383,[20003459037],[20003714195],8000.0,8000.0,20003714195,20003714195,20003714195,20
Lois Frankel,CMCSA,2.0501535309550323,"[20001848702, 20003750439, 20003755483]","[20003763173, 20003767796]",24000.0,40500.0,20003767796,20003767796,20003767796,32
Lois Frankel,COLD,21.96156494430477,"[20003739568, 20003739569, 20003756279]",[20003767780],24000.0,8000.0,20003767780,20003767780,20003767780,32
Lois Frankel,COP,22.644332556902288,"[20003752195, 20003762497, 20003765632]",[20003767797],24000.0,32500.0,20003767797,20003767797,20003767797,32
Lois Frankel,CRL,17.36759858685981,[20003763172],[20003767793],8000.0,8000.0,20003767793,20003767793,20003767793,32
Lois Frankel,D,-13.165227811459,"[20003689669, 20003689668, 20003758437, 20003758438, 20003764796, 20003764795]",[20003767801],48000.0,8000.0,20003767801,20003767801,20003767801,32
Lois Frankel,DD,-7.453979202021556,"[20003459039, 20003672139, 20003672138, 20003708786, 20003708787, 20003710120]",[20003758439],48000.0,8000.0,20003758439,20003758439,20003758439,37
Lois Frankel,DD,41.76638398617265,[20003765634],[20003767804],8000.0,8000.0,20003767804,20003767804,20003767804,32
Lois Frankel,DEO,-14.226950269081744,"[20003758609, 20003758608]",[20003767798],16000.0,8000.0,20003767798,20003767798,20003767798,32
Lois Frankel,DUK,1.491360803761721,[20003459038],[20003750440],8000.0,8000.0,20003750440,20003750440,20003750440,30
Lois Frankel,DUK,-15.715401708266599,[20003765633],[20003767803],8000.0,8000.0,20003767803,20003767803,20003767803,32
Lois Frankel,ES,-42.187122292590445,[20003764797],[20003767807],8000.0,8000.0,20003767807,20003767807,20003767807,32
Lois Frankel,FANG,11.800033584159268,"[20003713228, 20003713229, 20003714196]","[20003755486, 20003767799]",24000.0,16000.0,20003767799,20003767799,20003767799,32
Lois Frankel,GD,-2.993752856815463,"[20003739573, 20003748969, 20003752197, 20003752196, 20003756281, 20003764798]",[20003767812],48000.0,8000.0,20003767812,20003767812,20003767812,32
Lois Frankel,GXO,-26.592151244378282,"[20003672140, 20003739574]","[20003748970, 20003752198]",16000.0,16000.0,20003752198,20003752198,20003752198,35
Lois Frankel,HAL,8.250040885674684,"[20003755489, 20003756282]","[20003762500, 20003767814]",16000.0,16000.0,20003767814,20003767814,20003767814,32
Lois Frankel,HES,45.0589510287869,"[20003713233, 20003713234]","[20003763176, 20003767815]",16000.0,16000.0,20003767815,20003767815,20003767815,32
Lois Frankel,IFF,-71.53733532334984,[20003761122],[20003766855],8000.0,8000.0,20003766855,20003766855,20003766855,17
Lois Frankel,JCI,-3.4558039328077257,"[20003721115, 20003721114, 20003739577, 20003758612]","[20003764800, 20003767822, 20003767821, 20003767820]",32000.0,32000.0,20003767820,20003767820,20003767820,34
Lois Frankel,JNJ,2.8991342554897503,[20003761123],"[20003766859, 20003767819]",8000.0,16000.0,20003767819,20003767819,20003767819,32
Lois Frankel,JPM,12.224554297161013,"[20003761509, 20003762502]","[20003764801, 20003767823]",16000.0,40500.0,20003767823,20003767823,20003767823,32
Lois Frankel,KKR,-2.621109671534115,"[20003705821, 20003705822, 20003713236, 20003713235]",[20003767825],32000.0,8000.0,20003767825,20003767825,20003767825,32
Lois Frankel,KLAC,45.31949560845645,"[20003753449, 20003753450]",[20003767826],16000.0,8000.0,20003767826,20003767826,20003767826,32
Lois Frankel,KVUE,-101.88805782904056,"[20003766862, 20003766861, 20003766860]",[20003767824],24000.0,8000.0,20003767824,20003767824,20003767824,32
Lois Frankel,LAMR,-35.483255383124884,[20003761124],[20003767827],8000.0,8000.0,20003767827,20003767827,20003767827,32
Lois Frankel,LKQ,-8.403954034987976,"[20003752201, 20003765637]",[20003767829],16000.0,8000.0,20003767829,20003767829,20003767829,32
Lois Frankel,LNT,-1.9795116300891202,"[20001622615, 20003761116]",[20003767778],16000.0,8000.0,20003767778,20003767778,20003767778,32
Lois Frankel,LOW,14.857451523563443,[20003753451],[20003767830],8000.0,8000.0,20003767830,20003767830,20003767830,32
Lois Frankel,MAR,14.461983937467226,"[20003705824, 20003705825, 20003708788, 20003720008]","[20003765638, 20003767833]",32000.0,16000.0,20003767833,20003767833,20003767833,32
Lois Frankel,MCK,43.587856164952434,"[20003714201, 20003714202]",[20003720009],16000.0,8000.0,20003720009,20003720009,20003720009,35
Lois Frankel,MCK,36.08323745327701,[20003720010],"[20003767835, 20003767836]",8000.0,16000.0,20003767836,20003767836,20003767836,32
Lois Frankel,MKL,10.744736720835421,"[20003672142, 20003705823]",[20003767832],16000.0,8000.0,20003767832,20003767832,20003767832,32
Lois Frankel,MRK,24.438973695983453,[20003710127],"[20003748972, 20003765639, 20003766864, 20003767837, 20003767838]",8000.0,40000.0,20003767838,20003767838,20003767838,32
Lois Frankel,MS,4.781792233805184,"[20001622631, 20001636415, 20001636414, 20001643354]","[20003766865, 20003767839]",32000.0,16000.0,20003767839,20003767839,20003767839,32
Lois Frankel,MTB,-19.101297348447623,[20003713238],[20003767831],8000.0,8000.0,20003767831,20003767831,20003767831,32
Lois Frankel,NSA,-29.902641376100863,"[20003764804, 20003764803, 20003764802]",[20003767841],24000.0,8000.0,20003767841,20003767841,20003767841,32
Lois Frankel,NSC,-62.51619039285852,[20003765640],[20003767843],8000.0,8000.0,20003767843,20003767843,20003767843,32
Lois Frankel,NSP,-5.358150047514277,[20003710123],"[20003756284, 20003756283, 20003766854, 20003766853]",8000.0,32000.0,20003766853,20003766853,20003766853,19
Lois Frankel,NXPI,1.8636053411958404,"[20003714207, 20003721116]","[20003761510, 20003765641, 20003767845]",16000.0,24000.0,20003767845,20003767845,20003767845,32
Lois Frankel,OLLI,-92.68256035067543,[20003705826],"[20003713240, 20003713239]",8000.0,16000.0,20003713239,20003713239,20003713239,36
Lois Frankel,PCAR,354.4331797116273,"[20003767848, 20003767847]",[20003767846],16000.0,8000.0,20003767846,20003767846,20003767846,32
Lois Frankel,PFE,-16.523028115104406,"[20003714208, 20003714209, 20003720013, 20003756287, 20003761126, 20003765642]",[20003767850],48000.0,8000.0,20003767850,20003767850,20003767850,32
Lois Frankel,PGR,14.301450929320417,"[20001636419, 20001636418, 20001848703, 20001848705, 20001848704, 20003689673, 20003689672]","[20003755490, 20003762503, 20003767854]",56000.0,24000.0,20003767854,20003767854,20003767854,32
Lois Frankel,PLD,4.262270321403662,"[20003756289, 20003756288, 20003758441, 20003758442, 20003758443, 20003763181, 20003765643, 20003766866, 20003766867]",[20003767855],72000.0,32500.0,20003767855,20003767855,20003767855,32
Lois Frankel,PNC,-22.43175055928475,"[20003763178, 20003763177]",[20003767852],16000.0,8000.0,20003767852,20003767852,20003767852,32
Lois Frankel,PPG,-12.975213138698217,"[20003713241, 20003714210]","[20003761127, 20003763179, 20003763180]",16000.0,24000.0,20003763180,20003763180,20003763180,23
Lois Frankel,PXD,-1.6863664680596038,"[20003721117, 20003739578]",[20003767851],16000.0,8000.0,20003767851,20003767851,20003767851,32
Lois Frankel,RGLD,-2.487410613144171,"[20003459044, 20003459043, 20003459042]",[20003767856],24000.0,8000.0,20003767856,20003767856,20003767856,32
Lois Frankel,SHW,3.729278184838299,"[20003721118, 20003739579, 20003758614, 20003761128]","[20003764805, 20003767857]",32000.0,16000.0,20003767857,20003767857,20003767857,32
Lois Frankel,SWK,-54.91633153743641,"[20003689676, 20003689677]",[20003750442],16000.0,8000.0,20003750442,20003750442,20003750442,23
Lois Frankel,TEL,0.46486814437198093,[20003761129],[20003767862],8000.0,8000.0,20003767862,20003767862,20003767862,32
Lois Frankel,TGT,-17.651754138714903,"[20003752203, 20003753452, 20003755492, 20003764806, 20003766869]",[20003767861],40000.0,8000.0,20003767861,20003767861,20003767861,32
Lois Frankel,TMO,7.973443621739311,[20001643355],"[20003708791, 20003765644, 20003767866]",8000.0,24000.0,20003767866,20003767866,20003767866,32
Lois Frankel,TT,42.3542723712281,[20003752205],[20003767867],8000.0,8000.0,20003767867,20003767867,20003767867,32
Lois Frankel,TXN,-1.5100838797179326,[20003720016],"[20003766870, 20003767863]",8000.0,16000.0,20003767863,20003767863,20003767863,32
Lois Frankel,UNP,-1.2268373819143283,"[20003689678, 20003758444]",[20003767869],16000.0,8000.0,20003767869,20003767869,20003767869,32
Lois Frankel,VNT,21.266195972678425,"[20003739580, 20003755495]","[20003763185, 20003767870]",16000.0,16000.0,20003767870,20003767870,20003767870,32
Lois Frankel,WRB,17.635409879879013,"[20003763186, 20003764808, 20003765645]",[20003767871],24000.0,8000.0,20003767871,20003767871,20003767871,32
Lois Frankel,WTW,-6.971973633298159,"[20003705831, 20003705830]","[20003766872, 20003766871]",16000.0,16000.0,20003766871,20003766871,20003766871,16
Lois Frankel,XEL,-3.828370833472543,[20001622635],[20003767874],8000.0,8000.0,20003767874,20003767874,20003767874,32
Lois Frankel,ZBH,-13.686908668990876,[20003710128],"[20003748973, 20003752206]",8000.0,16000.0,20003752206,20003752206,20003752206,34
Marie Newman,AAPL,30.94727821987441,"[20003677844, 20003708037]","[20003708038, 20003710936]",65000.0,65000.0,20003710936,20003710936,20003710936,39
Marie Newman,CHWY,108.80621719744977,[20003549954],"[20003549955, 20003677845]",8000.0,16000.0,20003677845,20003677845,20003677845,26
Marie Newman,COIN,-18.77201806501219,"[20001641478, 20003549956, 20003549957, 20003549958]","[20003677850, 20003677849, 20003677852]",105500.0,73000.0,20003677852,20003677852,20003677852,26
Marie Newman,COIN,130.92156509351503,"[20003677851, 20003694408]","[20003707077, 20003708041]",65000.0,83000.0,20003708041,20003708041,20003708041,33
Marie Newman,COIN,-220.56152276954694,[20003708040],[20003708951],32500.0,8000.0,20003708951,20003708951,20003708951,32
Marie Newman,COIN,-56.896765056505586,[20003710937],"[20003715062, 20003758022]",8000.0,16000.0,20003758022,20003758022,20003758022,32
Marie Newman,COST,119.52135089603715,[20003549959],[20003677853],32500.0,32500.0,20003677853,20003677853,20003677853,40
Marie Newman,CRM,23.799543913788103,[20003549965],[20003677858],32500.0,32500.0,20003677858,20003677858,20003677858,19
Marie Newman,EA,99.99255697167911,[20001633705],[20001633706],8000.0,8000.0,20001633706,20001633706,20001633706,20
Marie Newman,F,68.5543937624211,[20003549960],[20003707078],8000.0,8000.0,20003707078,20003707078,20003707078,24
Marie Newman,FDX,434.23010639986353,[20001633710],[20001633711],32500.0,32500.0,20001633711,20001633711,20001633711,27
Marie Newman,FDX,243.75983326589886,[20001633712],[20001633713],32500.0,32500.0,20001633713,20001633713,20001633713,20
Marie Newman,FDX,188.23898317292532,[20001633708],[20001641480],32500.0,32500.0,20001641480,20001641480,20001641480,38
Marie Newman,FDX,162.36125812145602,[20001641481],[20001641482],32500.0,32500.0,20001641482,20001641482,20001641482,30
Marie Newman,JNJ,138.23696877086087,[20001641485],[20001641486],32500.0,32500.0,20001641486,20001641486,20001641486,16
Marie Newman,LMND,-140.56032638330575,[20001633719],"[20001633720, 20001641487]",8000.0,16000.0,20001641487,20001641487,20001641487,38
Marie Newman,MET,80.28716586033805,[20001641489],[20001641488],8000.0,8000.0,20001641488,20001641488,20001641488,23
Marie Newman,MET,50.36137488755008,"[20003694410, 20003694411]",[20003694409],16000.0,8000.0,20003694409,20003694409,20003694409,19
Marie Newman,META,105.8761634252301,[20003677854],[20003677855],32500.0,32500.0,20003677855,20003677855,20003677855,26
Marie Newman,NFLX,123.54128940906178,"[20001641490, 20001641493]","[20001641494, 20001641491]",150000.0,150000.0,20001641491,20001641491,20001641491,30
Marie Newman,NFLX,-3.3095426118356097,[20001641492],"[20001641496, 20003549962, 20003677857]",75000.0,91000.0,20003677857,20003677857,20003677857,12
Marie Newman,NKE,86.34831172549274,[20001641497],[20003549963],8000.0,32500.0,20003549963,20003549963,20003549963,27
Marie Newman,PTON,7.734740951313945,[20001641498],[20002193616],8000.0,8000.0,20002193616,20002193616,20002193616,21
Marie Newman,PTON,3161.461424216246,[20003694412],[20003694413],8000.0,8000.0,20003694413,20003694413,20003694413,26
Marie Newman,SBUX,10.923368924255541,[20001641503],[20003549967],8000.0,8000.0,20003549967,20003549967,20003549967,20
Marie Newman,SPOT,454.9421149773753,[20001641500],[20001641501],32500.0,32500.0,20001641501,20001641501,20001641501,26
Marie Newman,TGNA,354.1966434737045,[20001641504],[20001641505],8000.0,8000.0,20001641505,20001641505,20001641505,23
Marie Newman,TRUP,44.050949895710474,[20001633728],"[20001659270, 20003549972]",8000.0,16000.0,20003549972,20003549972,20003549972,20
Marie Newman,TSLA,145.19428821857784,[20001633726],"[20001633725, 20001641509, 20001641508, 20001641510]",75000.0,166000.0,20001641510,20001641510,20001641510,20
Marie Newman,TSLA,42.921465929263505,"[20001641506, 20001641511]",[20001641507],83000.0,75000.0,20001641507,20001641507,20001641507,17
Marie Newman,TSLA,-45.11793069990878,[20001659269],"[20001659268, 20002193618, 20002193619, 20003549970]",75000.0,99000.0,20003549970,20003549970,20003549970,34
Marie Newman,TSLA,25.093500209699656,[20003549971],"[20003549969, 20003549968, 20003677861]",75000.0,91000.0,20003677861,20003677861,20003677861,37
Marie Newman,UAA,85.1719756752843,[20001641512],[20001659271],8000.0,8000.0,20001659271,20001659271,20001659271,41
Marie Newman,UPS,108.94662336474366,[20001633729],"[20001633731, 20001633732]",32500.0,65000.0,20001633732,20001633732,20001633732,20
Marie Newman,W,-11.023889043259032,[20001641513],"[20001641514, 20002193620]",32500.0,40500.0,20002193620,20002193620,20002193620,14
Marie Newman,W,-40.69516307109907,[20003549973],[20003677864],32500.0,32500.0,20003677864,20003677864,20003677864,19
